OBJEKTART,UUID,NAME,MIN_E,MIN_N,MIN_Z,MAX_E,MAX_N,MAX_Z,SKIGEBIET,2005 mid,2005 bottom,2005 top,2035 mid,2035 bottom,2035 top,2060 mid,2060 bottom,2060 top,2085 mid,2085 bottom,2085 top
Skilift,{87451E58-98EB-4BA2-9EE5-DC2D74954EEB},Cutet-1,556228,121981,1605,555972,122782,1853,Portes du Soleil,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{AD5A694C-1DD8-45DE-804F-451B55C57D44},Cutet-2,556233,121982,1606,555979,122784,1852,Portes du Soleil,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{A12570C9-DEA9-4938-A6C9-AA7E3D702CA2},Debutants,555301,124222,1651,555464,124185,1687,Portes du Soleil,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{7E08F413-FC61-455C-9142-2E4D1FD9BC1E},Derrière Pertuis,555234,117713,1691,554624,118377,1942,Portes du Soleil,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{B1710F7C-4116-4D74-B0BF-678B7D948BFB},Ecotis,556220,121968,1604,555738,122112,1759,Portes du Soleil,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{254632D8-6344-43A1-AEF9-BBC06372A11E},Gourtet,555594,119431,1806,555518,119471,1814,Portes du Soleil,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Sesselbahn,{1A9B5E4A-AF15-4A2E-BEDC-6463B3718FB1},Grande Conche,553216,114862,1687,551828,114791,2137,Portes du Soleil,green,green,green,green,yellow,green,yellow,yellow,green,yellow,red,yellow
Sesselbahn,{2C9E641D-6552-4B26-9D21-B3C2CF132A17},Grands Places,554655,128411,1341,555245,128254,1640,Portes du Soleil,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{605C1EE4-AA41-4D99-A9A2-6CA61D7530B6},Hameau,553630,114907,1652,553446,114817,1693,Portes du Soleil,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{2FC35860-39A0-461E-83A6-038A6CDE1A99},L'Echereuse,552964,113626,1648,553329,114207,1831,Portes du Soleil,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Sesselbahn,{B07B51D8-C861-4902-8C72-8E0776C5A705},La Chaux,556213,118949,1538,555308,119299,1854,Portes du Soleil,green,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Sesselbahn,{2645F6C8-1652-4ACE-AAC0-71824BAEF6BC},La Foilleuse,555221,120745,1315,555451,119458,1821,Portes du Soleil,green,yellow,green,yellow,yellow,green,yellow,red,yellow,red,red,yellow
Skilift,{70E4B056-25FF-493A-94CF-F9C80242D223},Lac,555377,124052,1652,555537,124017,1689,Portes du Soleil,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{9C897280-33ED-4D95-9751-89CEC402FD93},Le Corbeau,555421,123873,1665,555688,123524,1827,Portes du Soleil,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Skilift,{16E042C0-7F9C-4FD2-A60C-3737ABDEC4F9},Les Bossons,554820,124010,1537,555381,123496,1683,Portes du Soleil,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{50C78621-36C3-43DD-A257-55D0E2650390},Marcheuson,554151,114288,1823,553794,114197,1936,Portes du Soleil,green,green,green,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow
Sesselbahn,{0083141A-9B74-4448-86B4-BC8558B83495},Morclan,555133,124219,1619,555352,125158,1972,Portes du Soleil,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Sesselbahn,{9164A3BA-6B74-4CB3-A5A4-723DCBB12CFB},Mossettes- France,549796,116571,1585,551862,115763,2254,Portes du Soleil,green,green,green,green,yellow,green,yellow,yellow,green,yellow,red,yellow
Sesselbahn,{099ED509-0626-43B9-B408-81B352BE1EF5},Mossettes-Suisse,553309,114899,1684,551919,115799,2255,Portes du Soleil,green,green,green,yellow,yellow,green,yellow,yellow,green,red,red,yellow
Skilift,{920B5145-0B55-4CA4-BB37-5BF4D8808133},Onnaz,556304,125676,1707,555766,125974,1920,Portes du Soleil,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Sesselbahn,{E3C4B34E-D0A3-4E39-8F80-3D58887F534D},Pauvre Conche,552804,113781,1677,552234,114531,1984,Portes du Soleil,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{8B2A5A95-4367-4170-B76C-14E4ACC7F65B},Plan Joyeux,555330,120100,1611,555354,119389,1831,Portes du Soleil,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Sesselbahn,{38B819D5-BBE7-4917-9C63-A29BB8DD9302},Planachaux,553904,113247,1686,554175,113904,1939,Portes du Soleil,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Sesselbahn,{8129021A-C5A3-423A-9360-1129F2F29F56},Pointe de l'Au,554748,116487,1782,553867,116606,2150,Portes du Soleil,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Skilift,{A09A993A-9D0B-4643-BF97-3A9DAC52AD3D},Pré-la-Vieille,556317,124734,1574,556115,124248,1628,Portes du Soleil,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{3DBB30DF-BDD7-4E63-B307-24CB8C0B7A8D},Ripaille 1,552702,113751,1674,551576,113394,1921,Portes du Soleil,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Skilift,{CDF9C19A-1FE6-4CC9-8AB8-F328FEB8D806},Ripaille 2,552701,113757,1674,551574,113400,1921,Portes du Soleil,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Skilift,{5288853A-8BE6-4983-B50C-1DE9E7AD8E63},Sépaya 1,556314,118047,1457,555196,117566,1714,Portes du Soleil,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{1D7BAB6B-DBD9-4C52-A460-A5571E41D747},Sépaya 2,556312,118052,1458,555593,117742,1622,Portes du Soleil,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{5E364BA8-62EA-4FE7-B7FE-C5938A91B726},Tour de Don,554997,126479,1840,555594,126532,1984,Portes du Soleil,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Sesselbahn,{AA1BFE70-8B20-4472-B0B9-DAF6006DF188},Tronchey,554736,128387,1344,554910,126932,1896,Portes du Soleil,green,yellow,green,yellow,yellow,green,yellow,red,yellow,red,red,yellow
Skilift,{738CF368-ADCC-4122-A5F2-777060AC3564},Truche,555509,119397,1806,555331,119302,1850,Portes du Soleil,green,green,green,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow
Luftseilbahn,{36D3EA22-1871-475A-BBB2-B533C557C901},Champéry,556169,113873,1039,554218,113922,1941,Portes du Soleil,yellow,yellow,green,yellow,red,yellow,yellow,red,yellow,red,red,red
Skilift,{08478020-9C69-4EFC-BAE4-7FC0DE770711},Djeu des Têtes,554645,128502,1338,553426,128671,1736,Portes du Soleil,yellow,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{872BD32F-3258-4E57-8544-3AAE8CCAFACB},Fignard,556176,129360,1157,555676,128864,1346,Portes du Soleil,yellow,yellow,yellow,yellow,red,yellow,red,red,red,red,red,red
Skilift,{4111A147-F559-4CAE-BCD2-8C5D1D35E771},Géant,554675,120802,1353,554294,120849,1430,Portes du Soleil,yellow,yellow,yellow,yellow,yellow,yellow,red,red,yellow,red,red,red
Skilift,{80EF8628-EFA0-443E-BDA7-B78B1BBF6BA3},Géant Ecole,554659,120800,1354,554538,120815,1373,Portes du Soleil,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red,red,red,red
Sesselbahn,{3FC6156D-D21B-44BC-88F2-D1861F338A4B},Grand Paradis,555274,112654,1063,554024,113200,1697,Portes du Soleil,yellow,yellow,green,yellow,red,yellow,red,red,yellow,red,red,red
Sesselbahn,{8C5D51B8-37A9-4060-9BFB-705569AF22BD},Jorette,555987,129353,1150,555258,128260,1639,Portes du Soleil,yellow,yellow,green,yellow,red,yellow,red,red,yellow,red,red,red
Sesselbahn,{9A3C57EE-265F-4CFB-A9C9-AD493BF7AA99},Le Corbeau,554927,121251,1342,555729,122063,1755,Portes du Soleil,yellow,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{89962CFE-1D92-4845-9334-05D89C9B6DA0},Les Prés d'Orvin 1,579838,221942,1068,579564,221322,1210,Prés-d'Orvin-Chasseral,yellow,yellow,yellow,red,red,yellow,red,red,red,red,red,red
Skilift,{9F298519-0D54-4D48-8529-C96F928269AF},Les Prés d'Orvin 2,579724,222160,1033,579496,221251,1234,Prés-d'Orvin-Chasseral,yellow,yellow,yellow,red,red,yellow,red,red,red,red,red,red
Skilift,{45EB77B4-0A2F-4A7F-B11B-9DB5C15EAE3A},Le Gros Niremont,564682,154294,1193,563552,154908,1495,Rathvel,yellow,yellow,yellow,yellow,red,yellow,red,red,yellow,red,red,red
Skilift,{E9DAFA9D-19FF-4D8D-A219-807B4BFFE7E8},Rathvel 1,564814,154701,1223,564109,155025,1387,Rathvel,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red,red,red,red
Skilift,{90E83C71-9EA1-49B4-91E5-42CCB978B64F},Rathvel 3,564814,154707,1222,564626,154793,1263,Rathvel,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red,red,red,red
Skilift,{2ACC238D-1B41-4540-BEA9-ACE228429DF4},Faltschen,621488,164402,1034,622372,163846,1361,Reichenbach–Faltschen,yellow,yellow,yellow,red,red,yellow,red,red,red,red,red,red
Skilift,{3CBA412E-08DD-424A-92F9-40E72D1B32C9},Rigi Rotstock,678509,211493,1549,678304,211283,1650,Rigi,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Luftseilbahn,{1CDE2FBB-FC2E-415A-A196-6CA535DA673D},Gschwend–Rigi Burggeist,683804,207459,1018,682577,208810,1551,Rigi,yellow,yellow,yellow,yellow,red,yellow,red,red,yellow,red,red,red
Skilift,{5D4DAA08-969A-46C5-8397-816FF4C40359},Obermatt–Rigi Scheidegg,682507,207991,1324,682034,208950,1650,Rigi,yellow,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{DE1CCA60-C09B-47AA-97DE-2418B39A0A47},Grat-Rigi Kaltbad,678021,210907,1456,677731,211251,1571,Rigi,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{44F13667-E4AD-4ED2-995A-A8663F20AE96},Rigi Ständli,679412,210964,1324,678703,211919,1609,Rigi,yellow,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{F517DB9B-B9A8-47C4-A225-D80D3C2F56D1},Staffel,678533,211537,1549,678503,211727,1593,Rigi,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{CBBB0A94-C9B5-4844-828B-213080BC6775},Combe de Jaman,565149,144502,1360,564479,143498,1758,Rochers-de-Naye–Caux,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{69DAC6F1-36AD-4DD5-AFA9-02C7611F5524},Combe de Naye,565340,142849,1835,564505,142459,2027,Rochers-de-Naye–Caux,green,green,green,green,green,green,yellow,yellow,green,yellow,yellow,yellow
Skilift,{06C1486C-E9F2-4880-893E-0A5996C56A20},Rochers de Naye,564858,142518,1902,564521,142453,2022,Rochers-de-Naye–Caux,green,green,green,green,green,green,yellow,yellow,green,yellow,yellow,yellow
Skilift,{ABF21C89-0992-42B1-B860-4333EF86CF0E},Caux,562082,142738,1128,562255,142719,1170,Rochers-de-Naye–Caux,yellow,yellow,yellow,red,red,red,red,red,red,red,red,red
Skilift,{1BD57EEE-A535-417F-96D5-E6BA68A97B09},Rossberg-Ankersboden,600498,165170,1152,599634,164021,1472,Rossberg Oberwil i.S.,yellow,yellow,green,yellow,red,yellow,red,red,yellow,red,red,red
Skilift,{B493BDB5-AD6B-4F55-88CF-E479D6CC5D64},Fleschboden,647648,128787,2121,648098,129285,2350,Rosswald,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
Gondelbahn,{99AC48AE-A91E-44BE-A319-A7A99D86DFE7},Ried-Brig-Rosswald,645213,129343,1033,646402,128283,1827,Rosswald,green,yellow,green,yellow,red,green,yellow,red,yellow,red,red,yellow
Skilift,{EE18256E-D9CF-48CA-856D-C36E9CD6C7D5},Saflischhütte l,646447,128188,1840,647805,128805,2141,Rosswald,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Skilift,{2A469428-D8C1-460F-AC62-F41D07B81A4D},Saflischhütte lI,646446,128192,1840,647803,128809,2141,Rosswald,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Skilift,{FFF76509-9131-4F31-9C31-701D5E1E1F8B},Stafel,648354,128498,2088,648226,129874,2541,Rosswald,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
Skilift,{36E6E188-EC72-410C-93EB-4C0D84B2A8B4},Bodmen,646161,125584,1758,647173,124723,2229,Rothwald,green,green,green,green,yellow,green,yellow,yellow,green,yellow,red,yellow
Skilift,{5C890704-98EC-48C6-844D-63BDDB377E43},Kastelegg,647381,124918,2174,647927,124817,2265,Rothwald,green,green,green,green,green,green,green,green,green,yellow,yellow,yellow
Sesselbahn,{C1F32519-F209-415D-A013-E430639D76F8},Furggstalden,640157,104663,1685,640574,104382,1906,Saas-Almagell,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Skilift,{189D0E16-9B77-4FDA-A2B0-3415B3397CE4},Furggstalden,640615,104363,1911,640824,104506,1953,Saas-Almagell,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{8FE2C9F4-DFA1-4A39-BA18-E26AD5000AA6},Furggu,640704,103785,1978,641146,103480,2169,Saas-Almagell,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
Sesselbahn,{5EC7592E-B13A-4797-8ED9-59E13E7B0FC3},Heidbodme,640440,104125,1835,641526,103544,2347,Saas-Almagell,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
Skilift,{CD6DBBC4-0CB4-419B-ACA0-CCBD3B618C18},Mittelwald,640665,104339,1916,641010,104223,2047,Saas-Almagell,green,green,green,green,green,green,yellow,yellow,green,yellow,yellow,yellow
Skilift,{C2C140D4-F876-40E8-BADE-F22A76A96F14},Zum Berg,640245,104898,1675,640416,104836,1728,Saas-Almagell,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{538CD094-6F5B-42A7-B8BF-67C0124F2DE3},Allalin 1,635482,101412,3147,635931,100871,3397,Saas-Fee,green,green,green,green,green,green,green,green,green,green,green,green
Skilift,{6CD50202-3C67-4AC6-940E-C089F129C5D1},Allalin 2,635509,100873,3274,635567,100091,3567,Saas-Fee,green,green,green,green,green,green,green,green,green,green,green,green
Skilift,{CF33913D-898F-423D-A1D6-D14A6D8A74DB},Allalin 3,635480,100882,3272,635559,100090,3568,Saas-Fee,green,green,green,green,green,green,green,green,green,green,green,green
Gondelbahn,{F3C4C1DB-66FC-4900-90C7-6C9DD4B34A0F},Alpin Express 1. Sektion,637852,106172,1789,637080,103481,2597,Saas-Fee,green,green,green,green,yellow,green,green,yellow,green,yellow,red,green
Gondelbahn,{ED674820-E4ED-41A1-8590-AAA13DA5FB64},Alpin Express 2. Sektion,637041,103425,2598,636883,102009,2988,Saas-Fee,green,green,green,green,green,green,green,green,green,green,green,green
Skilift,{E6B6FCCC-12B8-4636-A2B1-016F03C6E10D},Biffig 1,637502,105846,1794,637273,105415,1849,Saas-Fee,green,green,green,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow
Skilift,{CC5CEE9C-ACC7-44AA-B86A-0CE096ABBA4F},Biffig 2,637506,105844,1794,637277,105412,1849,Saas-Fee,green,green,green,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow
Skilift,{F90BCDB8-3D28-43F8-BCF0-019A89DBEC1F},Egginerjoch,637197,102502,2776,637651,101830,3031,Saas-Fee,green,green,green,green,green,green,green,green,green,green,green,green
Skilift,{11022696-CBC1-4245-999B-DBD79F4DC1EF},Feechatz,635286,103618,2887,635435,101344,3156,Saas-Fee,green,green,green,green,green,green,green,green,green,green,green,green
Luftseilbahn,{43295FE5-6C72-4863-ACF3-9FDE5AA84BB4},Felskinn,637226,105486,1848,636945,102041,2997,Saas-Fee,green,green,green,green,green,green,green,yellow,green,green,yellow,green
Luftseilbahn,{9039E1C1-6C3F-4A1E-9384-E16D597F901D},Längfluh,635630,104597,2463,635364,103801,2874,Saas-Fee,green,green,green,green,green,green,green,green,green,green,green,green
Sesselbahn,{FA2EAE4B-938F-46E2-A67E-8552EDADBE22},Längfluh,635254,104446,2637,635279,103315,2923,Saas-Fee,green,green,green,green,green,green,green,green,green,green,green,green
Skilift,{056F9D24-6217-4520-927A-B7AEE0B8BED2},Leeboden,637456,105933,1800,636873,106236,1933,Saas-Fee,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{9AF21EB1-AD52-4F7B-B4D2-EACC010871C0},Mittaghorn,637109,103837,2473,637330,102970,2699,Saas-Fee,green,green,green,green,green,green,green,green,green,green,green,green
Sesselbahn,{907A95BC-BE55-4F00-B63C-7AE5113DEDB0},Morenia,636726,103884,2420,636615,102464,2850,Saas-Fee,green,green,green,green,green,green,green,green,green,green,green,green
Gondelbahn,{34F42E65-D3E6-4A1C-B2D4-8EF96E760756},Plattjen,637717,105789,1810,639011,104473,2574,Saas-Fee,green,green,green,green,green,green,green,yellow,green,yellow,yellow,green
Gondelbahn,{11C4A799-80BA-4B7E-A4CF-6D2812404254},Spielboden,637696,105776,1804,635661,104604,2458,Saas-Fee,green,green,green,green,green,green,green,yellow,green,yellow,yellow,green
Skilift,{484BE3EF-C3E3-4D59-8EE3-CAAA149F5F90},Stafelwald 1,637501,106003,1797,636990,106325,1921,Saas-Fee,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{3D7999C3-DBEE-4295-BC95-8E2394EFAA9B},Stafelwald 2,637494,106003,1797,636930,106339,1936,Saas-Fee,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{C73D1E42-D8D1-495F-AD0E-1575A6F74BD3},Le Cochet,530069,187214,1381,529708,187416,1487,Sainte-Croix–Les Rasses,yellow,yellow,yellow,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{501DC9BB-9ED8-4EE6-BA7A-25BBD7210E04},Le Couvert,529916,186442,1180,529975,187189,1394,Sainte-Croix–Les Rasses,yellow,yellow,yellow,yellow,red,yellow,red,red,red,red,red,red
Skilift,{C7FFA73A-626C-4152-904F-8288BB1FE846},Les Avattes 1,530084,187221,1381,530187,187705,1464,Sainte-Croix–Les Rasses,yellow,yellow,yellow,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{53E0939C-C62D-480E-9646-607C23F07718},Les Avattes 2,530194,187320,1388,530280,187640,1451,Sainte-Croix–Les Rasses,yellow,yellow,yellow,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{5953C425-99BC-4E60-8C6C-F18BBA8874B3},Les Rasses 1,531528,186979,1201,531199,187293,1309,Sainte-Croix–Les Rasses,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red,red,red,red
Skilift,{F4EB2415-45B8-43F5-87D2-BE32BB71E242},Les Rasses 2,531247,187286,1305,530622,188398,1570,Sainte-Croix–Les Rasses,yellow,yellow,yellow,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{D8A668C9-ABF9-453F-A748-4B95194DCAD4},Les Rasses 3,531533,186966,1201,530458,187902,1487,Sainte-Croix–Les Rasses,yellow,yellow,yellow,yellow,yellow,yellow,red,red,yellow,red,red,red
Skilift,{6E27DC32-C327-4138-8289-4D4CCFFFA748},Alptrider Ecklift,822764,206943,2377,822569,206402,2510,Samnaun,green,green,green,green,green,green,green,green,green,green,yellow,green
Sesselbahn,{90797B21-B64E-41A0-A453-BE5B42EBB244},Alptrider Sattelbahn,823274,207223,2276,822842,206356,2504,Samnaun,green,green,green,green,green,green,green,green,green,yellow,yellow,green
Skilift,{8923A71F-B67F-4900-B257-663DBC9EAF7F},Blais Grondalift,821790,206208,2455,821843,206872,2615,Samnaun,green,green,green,green,green,green,green,green,green,yellow,yellow,green
Skilift,{8435FF0E-84BC-4F89-A9D5-B97BC5266D01},Clis da Ravaisch,822944,203852,1795,822878,203473,1887,Samnaun,green,green,green,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow
Sesselbahn,{D84D84AB-15F8-4A1D-A04F-330037E49B31},Flimsattelbahn,823368,207151,2268,820739,207290,2755,Samnaun,green,green,green,green,green,green,green,green,green,yellow,yellow,green
Sesselbahn,{EBAD8AE1-708E-4CFD-B58A-7020000AB351},Greitspitzbahn,821648,206171,2460,820318,206185,2871,Samnaun,green,green,green,green,green,green,green,green,green,green,yellow,green
Skilift,{B19DFED5-1550-4E3F-BD57-CBF812C31132},Greitspitzlift,820433,206716,2752,820277,206171,2872,Samnaun,green,green,green,green,green,green,green,green,green,green,green,green
Sesselbahn,{DB7D5AA9-DEFA-4D70-A419-E540DC60F57B},Grivaleabahn,824253,207751,2314,824016,209216,2657,Samnaun,green,green,green,green,green,green,green,green,green,yellow,yellow,green
Skilift,{A0D8A166-A9FF-43DD-ACCA-C38EAED3D5E3},Milolift,823383,207195,2263,823117,207028,2290,Samnaun,green,green,green,green,green,green,green,green,green,yellow,yellow,yellow
Sesselbahn,{0BC1FFA9-7C30-4851-813B-AE8092FD1862},Mullerbahn,824307,207712,2306,823555,207859,2508,Samnaun,green,green,green,green,green,green,green,green,green,yellow,yellow,yellow
Skilift,{CD159A44-2811-495E-B360-4A2E335B9897},Musellalift,822269,203340,1836,821874,203374,1950,Samnaun,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Luftseilbahn,{11B039CE-5852-4EBD-B285-11B8147FD19D},Samnaun-Alptrider Sattel 1,823498,204209,1789,822856,206279,2505,Samnaun,green,green,green,green,yellow,green,yellow,yellow,green,yellow,red,yellow
Luftseilbahn,{A54BB966-4535-415F-9A30-1081FD7DC95B},Samnaun-Alptrider Sattel 2,823451,204230,1784,822746,206244,2502,Samnaun,green,green,green,green,yellow,green,yellow,yellow,green,yellow,red,yellow
Sesselbahn,{F6A09C66-1F01-4643-9671-F5E9A2FAFDFC},Viderjochbahn 1,823352,207119,2266,821869,206896,2608,Samnaun,green,green,green,green,green,green,green,green,green,green,yellow,green
Sesselbahn,{2C35A748-1585-4DD2-A619-2DE01F0BF824},Viderjochbahn 2,821658,206199,2464,820554,206750,2757,Samnaun,green,green,green,green,green,green,green,green,green,green,yellow,green
Sesselbahn,{3F01F382-DCD8-42DB-9174-3DE66AF2A46C},Visnitzbahn,823129,207212,2288,823135,208293,2640,Samnaun,green,green,green,green,green,green,green,green,green,yellow,yellow,green
Skilift,{2BAF9AC9-5CA6-4ED3-9B05-12D8642BE10C},Pian Cales,734850,147117,1624,735313,147277,1790,San Bernardino,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{5AF47DD0-737D-45B5-8FD3-5181C384AC8C},Alp Sarn,748767,176692,1701,747458,177516,2080,Sarn–Heinzenberg,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Sesselbahn,{392F032F-4A2B-4330-8439-8F86249EAC77},Lescha-Dultschegnas,750252,176447,1314,748707,176632,1705,Sarn–Heinzenberg,yellow,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Gondelbahn,{4066B120-93AD-4477-B2EF-DDEC87476C28},Sattel-Mostelberg,690834,214835,785,691988,213661,1190,Sattel–Hochstuckli,red,red,yellow,red,red,red,red,red,red,red,red,red
Skilift,{AC5E5022-5514-4771-B450-354D7C4E9D29},Bärenfang,692552,213238,1194,693366,213072,1368,Sattel–Hochstuckli,yellow,yellow,yellow,yellow,red,yellow,red,red,red,red,red,red
Skilift,{1CA4DD73-DB8C-4B7A-953B-324D2BBDBD78},Engelstock,692177,213445,1156,691853,213294,1237,Sattel–Hochstuckli,yellow,yellow,yellow,red,red,yellow,red,red,red,red,red,red
Skilift,{4555EC38-822B-4C3C-9FF0-7A4FB02B3A7E},Mostelberg-Hochstuckli,692512,213162,1189,693263,212641,1494,Sattel–Hochstuckli,yellow,yellow,green,yellow,red,yellow,red,red,yellow,red,red,red
Skilift,{F5492352-B936-4A9B-A46C-7986D0493C75},Laritg,761076,162498,2123,760734,161222,2510,Savognin,green,green,green,green,green,green,green,green,green,yellow,yellow,green
Skilift,{429FD776-DB66-444D-B386-8262AF3F7D98},Naladas,762584,159705,1825,761062,160330,2345,Savognin,green,green,green,green,yellow,green,yellow,yellow,green,yellow,red,yellow
Skilift,{C76C924C-7DB5-4BDA-A1B4-228ED45C2E9C},Piz Cartas I (linke Spur),760747,159351,2242,759157,159667,2706,Savognin,green,green,green,green,green,green,green,green,green,yellow,yellow,green
Skilift,{F9F05717-A0A5-4AA5-BFF2-B2DFF1C530E2},Piz Cartas II (rechte Spur),760764,159354,2242,759096,159685,2705,Savognin,green,green,green,green,green,green,green,green,green,yellow,yellow,green
Sesselbahn,{0754BA38-224B-4A37-A2F2-905355D93BFC},Piz Martegnas,762038,161660,2108,760279,160600,2664,Savognin,green,green,green,green,green,green,green,green,green,yellow,yellow,green
Skilift,{DF7FEC5E-F463-4DD1-BF3B-35A52CA94743},Radons I (rechte Spur),761915,158753,1901,760634,159305,2262,Savognin,green,green,green,green,yellow,green,yellow,yellow,green,yellow,red,yellow
Skilift,{594C3A87-BC7E-4506-AA5F-9D7615416CF3},Radons II (linke Spur),761912,158747,1902,760570,159326,2281,Savognin,green,green,green,green,yellow,green,yellow,yellow,green,yellow,red,yellow
Gondelbahn,{FC7766AF-9CB4-4202-BA2E-910FF3132F51},Tigignas,763393,162542,1599,762113,161658,2109,Savognin,green,green,green,green,yellow,green,yellow,yellow,green,yellow,red,yellow
Sesselbahn,{80BBB5CB-F6AE-4771-BFE5-CECB9EFE9DC5},Savognin,764946,162837,1176,763324,162578,1616,Savognin,yellow,yellow,green,yellow,red,yellow,red,red,yellow,red,red,red
Skilift,{B4506BA4-DB05-4A69-84AF-3F7C9627AFE8},Birrmoos,594433,152890,1383,594195,152437,1508,Schönried-Zweisimmen,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Sesselbahn,{DF5BCA4A-663B-483E-8A81-65075613FB2B},Chaltebrunne-Parwengesattel,592824,149554,1686,593604,149429,1994,Schönried-Zweisimmen,green,green,green,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow
Sesselbahn,{5F6485F4-9E5C-4F16-AE14-EFEA290C822E},Chaltebrunne-Saanerslochgrat,592814,149562,1686,592163,149533,1953,Schönried-Zweisimmen,green,green,green,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow
Skilift,{EAF49E65-F352-425D-A57D-C3A697222D81},Hornfluh,590877,148882,1800,590584,148533,1893,Schönried-Zweisimmen,green,green,green,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow
Skilift,{69461266-9771-4041-A4C8-8648CF359B3B},Hugeli 1,587126,151530,1679,586726,152055,1905,Schönried-Zweisimmen,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
